id,name,branch,address,district,cuisine,pricePerPerson,rating,review,recommendedDishes,visitDate,videoUrl,longitude,latitude,verificationStatus,updatedAt
bv1qrs1zzeue-1,宁家十職(武汉恒隆广场店),,武汉市硚口区京汉大道668号恒隆广场西区1楼L102临街商铺,硚口区,海鲜,437,mixed,武汉新开台州菜馆【时值】的试吃体验，人均消费437元，环境舒适，茶位免费。推荐沙蒜豆面味凤、家烧海鲜拼盘（含膏蟹、玉兔鱼）、海肠韭菜饭及翻沙红糖花生冰，部分菜品如白水洋豆腐煲、木鱼肠拼鱼饼口味一般。整体服务佳，适合台州菜爱好者尝试，性价比与新鲜度值得肯定。,沙蒜豆面味凤、家烧海鲜拼盘（含膏蟹、玉兔鱼）、海肠韭菜饭、翻沙红糖花生冰、部分菜品如白水洋豆腐煲、木鱼肠拼鱼饼口味一般,2025-10-27,https://www.bilibili.com/video/BV1qRs1zzEUE,114.272651,30.578068,AI摘要自动提取，待抽查,2026-06-13
bv1g2shzzecp-1,马氏饺子真好吃(武胜路店),,武汉市硚口区荣华街道荣华街地质村19附3-附4(爵士家园里巷对面),硚口区,其他,,unknown,武汉一家老牌饺子馆，以现包饺子3-5元/两、肉馅鲜嫩、皮薄有嚼劲为特色，搭配牛杂汤、速拼素菜等清淡菜品，人均消费约60元。店内环境贴近街坊，食材新鲜，适合本地熟客，但需注意停车困难，整体性价比高，口味经久耐品。,,2025-10-25,https://www.bilibili.com/video/BV1g2sHzZECp,114.265746,30.571434,AI摘要自动提取，待抽查,2026-06-13
bv1rxs8zrepj-1,丹丹私房菜馆(武南路店),,武汉市洪山区武南路1附155-156,洪山区,其他,,recommended,员外探访武汉一家偏僻餐馆，消费150元点红烧肉、桑叶菜、麻辣猪肝、糍粑鱼等，重点推荐红烧肉咸鲜带甜，肥瘦相间不腻，搭配油麦菜清脆解腻，及麻辣猪肝干香下酒。整体口味适口，特色菜品令人回味，获家人好评，推荐尝试。,红烧肉咸鲜带甜、肥瘦相间不腻、搭配油麦菜清脆解腻、麻辣猪肝干香下酒,2025-10-23,https://www.bilibili.com/video/BV1RXs8zREPJ,114.307633,30.475107,AI摘要自动提取，待抽查,2026-06-13
bv1gcwmzhert-1,亮亮辣子鸡(长港路店),,武汉市江汉区汉兴街街道长港路南航花园2-14（长港路地铁站a口步行30米）,江汉区,火锅,24,unknown,武汉一家人均24元的辣子鸡火锅店，提供现炒贵州风味辣子鸡及无限续配菜，明厨明档可见制作过程。鸡肉咸香油润，搭配豆腐、冬瓜等素菜，建议多加汤避免油腻过咸。两人消费46.5元，环境舒适，老板娘热情待客，整体实惠美味，适合雨天小聚，体验地道辣香与温馨服务。,,2025-10-21,https://www.bilibili.com/video/BV1gcWmzhERT,114.244825,30.629325,AI摘要自动提取，待抽查,2026-06-13
bv1zkwvzbewk-1,小手粗造,,武汉市江岸区胜利街287号延庆里4-1-2,江岸区,其他,,unknown,视频《【新店测评】武汉一家意大利小吃店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-16,https://www.bilibili.com/video/BV1ZKWvzBEwK,114.305025,30.596225,AI摘要自动提取，待抽查,2026-06-13
bv1ghnzzpept-1,小张烧烤,,武汉市江岸区后湖南路惠民居,江岸区,烧烤,,unknown,视频《武汉一家汉派烧烤小店，荤素两个极端》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-13,https://www.bilibili.com/video/BV1GHnzzPEPt,114.293376,30.588228,AI摘要自动提取，待抽查,2026-06-13
bv1vjnzzqec7-1,与九精酿酒馆Beer House(光谷店),,武汉市洪山区关东街道雄庄路曙光星城B区11号楼108号,洪山区,烤肉,,unknown,视频《武汉一家自助美式烤肉店，牛肉还有光栅》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-11,https://www.bilibili.com/video/BV1VjnzzqEC7,114.379292,30.593639,AI摘要自动提取，待抽查,2026-06-13
bv1xqnbzperd-1,静姐粤菜(光谷8号店),,武汉市洪山区光谷8号小区2期东门旁,洪山区,其他,,unknown,视频《武汉一家粤菜馆，啫啫煲非常不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-09,https://www.bilibili.com/video/BV1XqnBzPErD,114.42265,30.501603,AI摘要自动提取，待抽查,2026-06-13
bv1q6nbzwerk-1,铭潮荟·潮粤海鲜餐厅(国金天地店),,武汉市江汉区精武路1号越秀·武汉YIFC国金天地第一栋(P1)F4层,江汉区,其他,,unknown,视频《武汉一家粤式点心店，五折能吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-07,https://www.bilibili.com/video/BV1Q6nBzwERk,114.276249,30.586434,AI摘要自动提取，待抽查,2026-06-13
bv1zsnbzgefd-1,春满园(宝丰街店),,硚口区宝丰街1号2层(崇仁路地铁站C口步行370米),硚口区,其他,,unknown,视频《网络热门苍蝇馆子测评（二）》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-05,https://www.bilibili.com/video/BV1zsnBzGEFD,114.261088,30.576993,AI摘要自动提取，待抽查,2026-06-13
bv1d1nvzce2e-1,独一味油香,,武汉市江汉区华中社区江汉三路17附5号1楼商铺,江汉区,其他,,unknown,视频《武汉一个小摊子卖恩施油香》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-03,https://www.bilibili.com/video/BV1d1nvzcE2E,114.287863,30.582286,AI摘要自动提取，待抽查,2026-06-13
bv1r2nvz8edx-1,老菜浓特味菜馆,,武汉市江汉区江汉北路173号福星城市花园底商,江汉区,其他,,unknown,视频《武汉一家湖北菜的标准饭店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-10-01,https://www.bilibili.com/video/BV1R2nvz8EDX,114.276569,30.59006,AI摘要自动提取，待抽查,2026-06-13
bv1wjnfzuefd-1,牛盘山川味小炒,,武汉市洪山区新景路光谷新世界东门,洪山区,川菜,,unknown,视频《武汉一家川菜馆，豆花饭绝了》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-29,https://www.bilibili.com/video/BV1wjnfzuEFD,114.417808,30.493618,AI摘要自动提取，待抽查,2026-06-13
bv1nzn5z1e1f-1,满分筷乐•现包鲜水饺自助(汉阳店),,武汉市汉阳区琴断口街道麒麟路与汉阳大道交叉口西120米,汉阳区,其他,,unknown,视频《【新店测评】武汉一家饺子自助，“有趣”的就餐体验》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-27,https://www.bilibili.com/video/BV1nzn5z1E1F,114.22724,30.556941,AI摘要自动提取，待抽查,2026-06-13
bv1h8nyzeeyu-1,洋洋酒家(武珞路三巷店),,武昌区武珞路三巷302号4单元1层3号,武昌区,其他,,unknown,视频《网络热门苍蝇馆子测评（一）》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-26,https://www.bilibili.com/video/BV1H8nYzeEyU,114.323089,30.537534,AI摘要自动提取，待抽查,2026-06-13
bv1bonhzje5h-1,焦敏菜饭(丁山店),,宜兴市紫砂路与东贤中路交叉口东50米路北,宜兴市,其他,,unknown,视频《在外地的宜兴人脑子里装的三大美食》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-25,https://www.bilibili.com/video/BV1bonHzjE5h,119.851634,31.260335,AI摘要自动提取，待抽查,2026-06-13
bv1bonhzje5h-2,老头子美食炸串,,宜兴市解放路宜城街道东虹路80号,宜兴市,其他,,unknown,视频《在外地的宜兴人脑子里装的三大美食》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-25,https://www.bilibili.com/video/BV1bonHzjE5h,119.829856,31.365692,AI摘要自动提取，待抽查,2026-06-13
bv1bonhzje5h-3,匡记面馆(仓屋里店),,宜兴市解放东路仓屋里一幢8-9号,宜兴市,其他,,unknown,视频《在外地的宜兴人脑子里装的三大美食》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-25,https://www.bilibili.com/video/BV1bonHzjE5h,119.824043,31.364496,AI摘要自动提取，待抽查,2026-06-13
bv12gnkzcebq-1,蔡记鸡排,,武汉市武昌区长喻路与学院路交叉口南20米,武昌区,其他,,unknown,视频《武汉一家校门口炸炸，便宜量大》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-23,https://www.bilibili.com/video/BV12GnKzcEbQ,114.327593,30.57861,AI摘要自动提取，待抽查,2026-06-13
bv1tvwlzaenv-1,阿帕新疆糕点,,江夏区鑫桥夜市B10,江夏区,其他,,unknown,视频《武汉一家甜品店，我下次自带一壶热茶去吃，无敌》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-20,https://www.bilibili.com/video/BV1TVWLzAENV,114.311619,30.413784,AI摘要自动提取，待抽查,2026-06-13
bv14gp8zbeos-1,夜烧果酱串烧,,武汉市江岸区塔子湖健康街2号星汇君泊三期S2一102铺,江岸区,烧烤,,unknown,视频《【新店测评】武汉一家烧烤店，广西老表结合日式烧鸟》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-18,https://www.bilibili.com/video/BV14gp8zBEos,114.280738,30.650692,AI摘要自动提取，待抽查,2026-06-13
bv1kcpkzwevk-1,小甲川酒家(武汉剧院店),,武汉市江岸区球场街道黄石路89号(武汉剧院村东北),江岸区,其他,,unknown,视频《武汉一家老餐馆，人家叫小四川，我叫小甲川》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-16,https://www.bilibili.com/video/BV1kcpkzwEVK,114.28897,30.588534,AI摘要自动提取，待抽查,2026-06-13
bv1drppzaeaw-1,小酒刺客·自助炸鸡(财大店),,武汉市江夏区政院小区24排101栋2号商铺-南方门诊对面巷子,江夏区,其他,,unknown,视频《武汉一家炸鸡自助小店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-14,https://www.bilibili.com/video/BV1drppzAEAw,114.383903,30.477033,AI摘要自动提取，待抽查,2026-06-13
bv1nch1zterf-1,Casa Cocina墨西哥餐厅,,武汉市光谷街北路意大利风情街5号楼1楼10号,武汉市,其他,,unknown,视频《武汉一家墨西哥餐厅，味道不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-10,https://www.bilibili.com/video/BV1nCH1zTERF,114.408034,30.502249,AI摘要自动提取，待抽查,2026-06-13
bv1obyjzveur-1,叙雅小院,,武汉市硚口区丰顺路天顺园十组团东北门,硚口区,其他,,unknown,视频《武汉一家宝藏私房菜馆，好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-08,https://www.bilibili.com/video/BV1obYjzVEUR,114.213614,30.615301,AI摘要自动提取，待抽查,2026-06-13
bv1anavzbeue-1,齐天大肾烤吧,,武汉市江岸区后湖五路215号（汉口银行对面）,江岸区,烧烤,,unknown,视频《武汉一家吃超厚腰片的烧烤店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-06,https://www.bilibili.com/video/BV1AnavzBEUe,114.298665,30.643225,AI摘要自动提取，待抽查,2026-06-13
bv1avarzpe7x-1,辽K·东北烧烤,,武汉市江岸区后湖大道幸福时代大家K3地块临街商铺C栋107,江岸区,烧烤,,unknown,视频《武汉一家主打新鲜食材的烧烤小店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-04,https://www.bilibili.com/video/BV1AvarzpE7X,114.324875,30.65722,AI摘要自动提取，待抽查,2026-06-13
bv1etahzxexv-1,西安肉夹馍(铁机路店),,武汉市洪山区和平街道铁机路东沙花园南区夜市,洪山区,其他,,unknown,视频《武汉一家卖肉夹馍的店，肉量大，味道好》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-09-02,https://www.bilibili.com/video/BV1EtaHzxExv,114.354969,30.588162,AI摘要自动提取，待抽查,2026-06-13
bv18mhbz9eab-1,慢生活家宴(三弓路店),,武汉市青山区三弓路大华·滨江天地,青山区,其他,,unknown,视频《武汉一家现点现炒的自助小店》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-31,https://www.bilibili.com/video/BV18mhBz9EAB,114.365173,30.623811,AI摘要自动提取，待抽查,2026-06-13
bv1mhhuz5e7j-1,隔板肉老店,,荆门市东宝区工商街18号竹皮河门面,东宝区,其他,,unknown,视频《荆门一家吃隔板肉的老店，挺有特色》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-29,https://www.bilibili.com/video/BV1mhhUz5E7J,112.202615,31.027412,AI摘要自动提取，待抽查,2026-06-13
bv1f7erzdeyf-1,大个子烧菜馆(武华住宅小区3区店),,武汉市江岸区俊才街22号,江岸区,其他,,unknown,视频《武汉一家从排挡做起来的小店，锅气足，味道好》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-27,https://www.bilibili.com/video/BV1f7erzDEyF,114.280771,30.620299,AI摘要自动提取，待抽查,2026-06-13
bv1kjerzfeln-1,荣轩(武汉嘉佰汇店),,武汉市江岸区宸嘉100·嘉佰汇店,江岸区,其他,,unknown,视频《【新店测评】武汉一家新荣记旗下的餐馆，看看怎么样》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-25,https://www.bilibili.com/video/BV1kjeRzfELn,114.321223,30.621643,AI摘要自动提取，待抽查,2026-06-13
bv1vqeyzxevx-1,徽派印象·皖宴,,武汉市兴业路怡和路口永红停车场内,武汉市,其他,,unknown,视频《武汉一家合家欢的安徽菜小馆》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-23,https://www.bilibili.com/video/BV1vQeYzxEVX,114.308129,30.644024,AI摘要自动提取，待抽查,2026-06-13
bv1c6eazhehp-1,燕舍·三文鱼特色料理(江汉路店),,武汉市胜利街1号地铁2号6号江汉路站D、C出口80米,武汉市,其他,,unknown,视频《武汉一家日料小店，马肉刺身还不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-20,https://www.bilibili.com/video/BV1C6eAzHEhp,114.293121,30.580063,AI摘要自动提取，待抽查,2026-06-13
bv1oab5zzeyp-1,刁嘴鳝鱼面馆,,武汉市蔡甸区天鹅湖大道213号（南湖集贸市场内）,蔡甸区,其他,,unknown,视频《武汉一家老牌炒菜店，鳝鱼面好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-17,https://www.bilibili.com/video/BV1oab5zZEYP,114.107381,30.510689,AI摘要自动提取，待抽查,2026-06-13
bv1aeb5zbe6f-1,老山城泡椒米线(轻工大学店),,武汉市东西湖区金银湖马池路特1号,东西湖区,火锅,,unknown,视频《武汉一家米线店，同时也是小火锅》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-14,https://www.bilibili.com/video/BV1AEb5zBE6f,114.225759,30.653338,AI摘要自动提取，待抽查,2026-06-13
bv15cbtzmezk-1,炭火东北烧烤自助五点到十一点,,武汉市江夏区民族大道路边商铺云顶居1栋,江夏区,其他,,unknown,视频《武汉一家东北烤串自助，不限时》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-11,https://www.bilibili.com/video/BV15CbTzMEZK,114.396129,30.477827,AI摘要自动提取，待抽查,2026-06-13
bv177tpz7eab-1,菌相见·云南野生菌火锅,,武汉市洪山区关山街道鲁磨路231号,洪山区,火锅,,unknown,视频《武汉一家吃菌子火锅的店，汤很鲜很好喝》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-09,https://www.bilibili.com/video/BV177tpz7Eab,114.399595,30.511461,AI摘要自动提取，待抽查,2026-06-13
bv1xqtazpeqw-1,夏记火煲砂锅(安静社区店),,武汉市江岸区黄石路上智中学对面安静社区里面11号楼1层3室,江岸区,其他,,unknown,视频《武汉一家吃小砂锅的店，一人食，还不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-07,https://www.bilibili.com/video/BV1XQtAzpEQW,114.289362,30.589351,AI摘要自动提取，待抽查,2026-06-13
bv1h8t3zzetu-1,九叔公海南鸡饭,,武汉市江岸区胜利街附347-18号附近,江岸区,其他,,unknown,视频《【新店测评】武汉一家海南鸡饭小餐馆，鸡滑肉嫩味道好》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-05,https://www.bilibili.com/video/BV1h8t3zzETu,114.309685,30.605435,AI摘要自动提取，待抽查,2026-06-13
bv1eqhpzaee5-1,铁朋酒楼(水果湖店),,武汉市武昌区洪山侧路31号（近东三路）,武昌区,其他,,unknown,视频《武汉一家主打虾球的小馆子，味道很棒》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-03,https://www.bilibili.com/video/BV1eqhPzaEe5,114.346636,30.541735,AI摘要自动提取，待抽查,2026-06-13
bv1d3hxzfexq-1,南风有食（曾用名：就是烤鸡好吃）,,武汉市江岸区永清街道沈阳路13号,江岸区,其他,,unknown,视频《二刷！武汉一家专门做烤鸡的餐馆》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-02,https://www.bilibili.com/video/BV1d3hxzfExq,114.308162,30.603995,AI摘要自动提取，待抽查,2026-06-13
bv1op8uzdekc-1,九歌烧肉铺,,武汉市东西湖区美联奥林匹克花园6期(奥园中路南)50栋18-19商,东西湖区,烤肉,,unknown,视频《【新店测评】武汉一家和牛烤肉店，尝试一下》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-08-01,https://www.bilibili.com/video/BV1op8UzdEKC,114.238175,30.651925,AI摘要自动提取，待抽查,2026-06-13
bv1bu8jzjeun-1,对对对鲜食火锅,,武汉市江汉区唐家墩红光小区2-4栋门面房南起第1间,江汉区,火锅,,unknown,视频《武汉一家重庆火锅店，我可太喜欢了》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-29,https://www.bilibili.com/video/BV1BU8JzjEUN,114.248436,30.63175,AI摘要自动提取，待抽查,2026-06-13
bv1zk8hzyelc-1,金禧岭南潮粤菜(奥特莱斯店),,武汉市黄陂区川龙大道奥莱汇小区G1栋楼,黄陂区,其他,,unknown,视频《武汉一家粤菜酒楼，团购给力，还挺好吃的》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-27,https://www.bilibili.com/video/BV1zK8hzyELc,114.260708,30.730813,AI摘要自动提取，待抽查,2026-06-13
bv1qubmzxeo6-1,蚝粥道(苗栗路店),,武汉市江岸区苗栗路7号一楼（六中致诚中学对面）,江岸区,其他,,unknown,视频《【新店测评】武汉一家生蚝自助店，来看看怎么样》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-25,https://www.bilibili.com/video/BV1qubmzXEo6,114.287866,30.59519,AI摘要自动提取，待抽查,2026-06-13
bv1ongjzjetc-1,复盛酒家,,武汉市江汉区马场角横路20号,江汉区,其他,,unknown,视频《武汉一家湖北菜餐馆，尝一尝老式菜品》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-22,https://www.bilibili.com/video/BV1oNgjzJETc,114.266283,30.605039,AI摘要自动提取，待抽查,2026-06-13
bv1v5uzzheyr-1,SENDHA NAMAK粉盐·中巴友谊餐厅,,武汉市江岸区一元街道鄱阳街65号,江岸区,其他,,unknown,视频《武汉一家自助中东菜新店，测评一下看好不好》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-20,https://www.bilibili.com/video/BV1v5uZzhEyr,114.298066,30.585202,AI摘要自动提取，待抽查,2026-06-13
bv1qhgmz8exr-1,大禹家自助烤肉(马场角店),,武汉市江汉区马场角路48号都市花园·上园,江汉区,烤肉,,unknown,视频《武汉一家牛肠自助的烤肉店，服务好，不排队》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-18,https://www.bilibili.com/video/BV1qhgMz8ExR,114.266989,30.604385,AI摘要自动提取，待抽查,2026-06-13
bv1z4upzve3a-1,阿川佬海鲜楼(品牌广场店),,武汉市硚口区多福路品牌广场8楼C002-003,硚口区,海鲜,,unknown,视频《武汉一家吃海鲜的馆子，鲜活现捞，味道不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-16,https://www.bilibili.com/video/BV1Z4upzvE3A,114.277525,30.569725,AI摘要自动提取，待抽查,2026-06-13
bv1kfmxzaeer-1,椰礼·海南食铺(胜利街店),,武汉市江岸区胜利街144号,江岸区,其他,,unknown,视频《武汉一家吃清补凉的海南小吃店，口味不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-14,https://www.bilibili.com/video/BV1KfMXzAEER,114.299868,30.589081,AI摘要自动提取，待抽查,2026-06-13
bv1sjuvzhe3d-1,一波寿司(汉口城市广场E区店)，这家店现点现做，出餐慢，建议提前预约，为这么个东西等半小时我就不推荐了,,江岸区汉口城市广场E区1楼81号,江岸区,其他,,unknown,视频《武汉一家吃寿司的小店，我不理解》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-12,https://www.bilibili.com/video/BV1sjuVzHE3d,114.311003,30.653451,AI摘要自动提取，待抽查,2026-06-13
bv1ptgnztenh-1,天津伯伯·炸串·刨冰(江汉路店),,武汉市江岸区大智街道星空酒店(江汉路步行街店)吉庆街19号,江岸区,其他,,unknown,视频《武汉一家吃天津刨冰和炸串的小店，适合高温预警》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-10,https://www.bilibili.com/video/BV1PTGNzTENH,114.288624,30.595849,AI摘要自动提取，待抽查,2026-06-13
bv1tw3ozwedq-1,蟠龍,,武汉市江汉区新华街街道解放大道834号（循礼门地铁站A口步行390米）,江汉区,其他,,unknown,视频《武汉一家日式烧猪店测评，大家一定看到最后》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-06,https://www.bilibili.com/video/BV1tW3ozWEdq,114.284732,30.585325,AI摘要自动提取，待抽查,2026-06-13
bv1cu3gzjed8-1,花花披萨,,武汉市洪山区文治街武昌府二期4号商业103a,洪山区,其他,,unknown,视频《武汉一家吃披萨的小店，味道不错》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-04,https://www.bilibili.com/video/BV1Cu3gzjEd8,114.329702,30.501663,AI摘要自动提取，待抽查,2026-06-13
bv1npgqzde5j-1,臻味餐厅 VISTA CAFE(汉阳店),,武汉市汉阳区江堤街道华美达广场酒店2F(大厅电梯2楼直达),汉阳区,其他,,unknown,视频《武汉一家轻食自助，这一家应该所有人都能吃回本》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-07-02,https://www.bilibili.com/video/BV1npgQzdE5j,114.225375,30.516375,AI摘要自动提取，待抽查,2026-06-13
bv16f3wzneds-1,Jeune faim烊饭·法餐小馆,,武汉市江岸区一元街道洞庭街13号,江岸区,其他,,unknown,视频《武汉一家吃小法餐的馆子，酸菜炖肉好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-30,https://www.bilibili.com/video/BV16F3wznEds,114.296337,30.578569,AI摘要自动提取，待抽查,2026-06-13
bv1s4kzzfeqx-1,厨房餐桌(汉口店),,武汉市江岸区金桥大道107号凯信大厦2号楼1803,江岸区,其他,,unknown,视频《武汉一家有意思的小馆子，这个季度吃孔雀宴》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-28,https://www.bilibili.com/video/BV1S4KzzfEQx,114.295269,30.651652,AI摘要自动提取，待抽查,2026-06-13
bv1tsksz9ebe-1,鄉聚源山东饺子馆(水果湖店),,武汉市武昌区水果湖横路一号一楼四室,武昌区,其他,,unknown,视频《武汉一家吃饺子的地方，鲅鱼水饺非常好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-26,https://www.bilibili.com/video/BV1tSKSz9EbE,114.343067,30.545678,AI摘要自动提取，待抽查,2026-06-13
bv1avkezpegs-1,东北饺子馆·东北菜铁锅炖(百步亭现代城店),,武汉市江岸区百步亭路19号,江岸区,其他,,unknown,视频《武汉一家吃东北菜的社区小馆子，朴实很好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-24,https://www.bilibili.com/video/BV1AVKezPEgs,114.327371,30.644793,AI摘要自动提取，待抽查,2026-06-13
bv12hnmz3end-1,一味堂(丁字桥店),,武汉市武昌区丁字桥路91号,武昌区,其他,,unknown,视频《武汉一家超适合干饭的小馆子》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-22,https://www.bilibili.com/video/BV12HNmz3EnD,114.333414,30.52857,AI摘要自动提取，待抽查,2026-06-13
bv1ftndz9ewl-1,片片情(福星惠誉·福星城南区店),,武汉市江汉区福星惠誉福星城21-001号商铺,江汉区,火锅,,unknown,视频《武汉一家吃鱼火锅的店，鱼片薄如蝉翼》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-20,https://www.bilibili.com/video/BV1FTNdz9EWL,114.249574,30.619096,AI摘要自动提取，待抽查,2026-06-13
bv1bsnzztefg-1,玉疆饭店(曙光星城店),,武汉市洪山区曙光星城雄庄路6号,洪山区,新疆菜,,unknown,视频《武汉一家吃新疆菜的馆子，过油肉拌面绝了》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-18,https://www.bilibili.com/video/BV1BsNzzTEFg,114.402771,30.481781,AI摘要自动提取，待抽查,2026-06-13
bv1skm8zue2p-1,石榴姐赤壁牛杂火锅(武汉总店),,武汉市汉阳区陶馨路保利香颂5期G20-108号,汉阳区,火锅,,unknown,视频《武汉一家吃清汤火锅的店，食材新鲜，好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-16,https://www.bilibili.com/video/BV1SKM8zuE2p,114.187758,30.540882,AI摘要自动提取，待抽查,2026-06-13
bv12ym6zhe1p-1,口味堂·鲟鱼百味(东西湖店),,武汉市东西湖区海口二路7号,东西湖区,其他,,unknown,视频《武汉一家风景优美的餐馆，薅了一个羊毛》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-14,https://www.bilibili.com/video/BV12YM6zhE1p,114.164069,30.638727,AI摘要自动提取，待抽查,2026-06-13
bv1vwmwzye9g-1,全胜东北烧烤(大智嘉园店),,武汉市江岸区大智路139号,江岸区,烧烤,,unknown,视频《武汉一家东北烧烤店，食材新鲜，味道好，棒》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-12,https://www.bilibili.com/video/BV1vWMWzYE9G,114.294207,30.590965,AI摘要自动提取，待抽查,2026-06-13
bv1yrtvzoehs-1,老何和他的小伙伴儿(武昌店),,武汉市武昌区首义路58号,武昌区,其他,,unknown,视频《武汉一家快餐店，四个鸡腿吃爽》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-10,https://www.bilibili.com/video/BV1YrTvzoEhs,114.309471,30.537843,AI摘要自动提取，待抽查,2026-06-13
bv1yjt1zqe2c-1,瑶山老汤,,武汉市洪山区珞瑜路201号负一楼鑫鑫童宝美食城外4号档口,洪山区,其他,,unknown,视频《武汉一家瑶山老汤馆，味道好，份量大》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-08,https://www.bilibili.com/video/BV1YJT1zQE2c,114.364107,30.523145,AI摘要自动提取，待抽查,2026-06-13
bv13lt8zge1u-1,骁记厨房(水果湖店),,武汉市武昌区洪山侧路53号茶港606公交车起点站,武昌区,其他,,unknown,视频《武汉一家老板想法特别多的餐馆》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-06,https://www.bilibili.com/video/BV13LT8zgE1u,114.352836,30.539834,AI摘要自动提取，待抽查,2026-06-13
bv14l7yzae3f-1,海米小吃(中华路店)，地图上搜索名字叫温州瘦肉丸,,武汉市武昌区中华路82号附2号,武昌区,其他,,unknown,视频《武汉一家藏在小区里的福建小吃店，蛮好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-04,https://www.bilibili.com/video/BV14L7YzAE3F,114.301482,30.548719,AI摘要自动提取，待抽查,2026-06-13
bv1ld7cz1ehm-1,澳派屋,,武汉市江岸区新长江国际裙楼1层4室（八马茶业东边）,江岸区,其他,,unknown,视频《武汉一家澳洲手工点心店，甜点咸点都好吃》中提及该店；B站未提供AI摘要，具体评价待整理。,,2025-06-02,https://www.bilibili.com/video/BV1Ld7Cz1Ehm,114.301374,30.600438,AI摘要自动提取，待抽查,2026-06-13
